/allerhande/recept/R-R10022/mozzarella-courgettetaart,Mozzarella-courgettetaart,200 g tarwebloem 4 g gedroogde gist 1 mespunt zout 50 ml olijfolie extra vierge 75 ml water (lauwwarm) 1 courgette 250 g mozzarella 25 g geraspte Parmezaanse kaas 50 g groene pesto,"Meng in een kom de bloem, gist en het zout. Voeg de olie en het lauwwarme water toe en kneed het geheel in ca. 10 min. tot een elastisch deeg. Vorm het deeg tot een bal en laat afgedekt ca. 1 uur rijzen. Verwarm ondertussen de grill voor op de hoogste stand. 
Snijd de courgette in plakjes van ca. 3 mm dik. Rooster de courgette op een rooster ca. 15 cm onder de hete grill in ca. 8 min. mooi bruin, keer halverwege. Snijd ondertussen de mozzarella met een scherp mes in dunne plakjes. Verwarm de oven voor op 225 °C of gasovenstand 5. 
Vet de vorm in. Kneed het deeg nogmaals goed door. Bestuif het aanrecht en de deegroller met bloem en rol het deeg uit tot een ronde lap ca. 2 cm groter dan de vorm. Bekleed de vorm hiermee en prik met een vork gaatjes in de bodem. Bak in het midden van de oven de bodem ca. 15 min. 
Neem de bodem uit de oven (oven aan laten staan) en bestrooi met ¾ van de Parmezaanse kaas. Leg de courgette en mozzarella dakpansgewijs in de vorm. Verdeel de pesto in - dotjes - erover. Bestrooi met de rest van de kaas en bestrooi royaal met peper en zeezout. Bak in het midden van de oven de taart in ca. 5 min."
/allerhande/recept/R-R10024/paddenstoelenpastei,Paddenstoelenpastei,300 g bloem 150 g koude boter of margarine 100 g geraspte oude kaas (zakje ` 150 g) 3 eierdooiers 2 bakjes paddestoelenmelange (` 200 g) 1 bakje shii-takes (100 g) 3 geroosterde rode paprika's (pot ` 345 g) 2 takjes tijm 3 bosuitjes 1 pakje carbonarareepjes (ca. 180 g) peper 1 eetlepel boter of margarine om in te vetten,"Boven kom bloem en zout zeven. Boter toevoegen en met twee messen in kleine stukjes door bloem snijden. Kaas, 2 eierdooiers en 3 eetlepels koud water toevoegen en met koude handen snel tot samenhangende deegbal kneden. Deeg afgedekt ca. 20 minuten in koelkast laten rusten. Paddenstoelen schoonvegen met keukenpapier en in plakjes snijden. Paprika's in stukjes snijden. Tijmblaadjes van takjes rissen en door paddenstoelen mengen. Bosuitjes schoonmaken en in schuine stukken snijden. In koekenpan carbonarareepjes op laag vuur langzaam uitbakken, bosui toevoegen en ca. 1 minuut meefruiten. Paddenstoelen toevoegen en alles op hoog vuur ca. 5 minuten bakken. Paprika's erdoor scheppen en op smaak brengen met peper.Vormen invetten. Aanrecht en deegroller bestuiven met bloem. 2/3 Deel van deeg uitrollen tot ronde lap ca. 5 cm groter dan vorm. 1 Vorm met deeglap bekleden en opstaande rand goed tegen vorm drukken. Paddenstoelenmengsel laten uitlekken en in vorm scheppen. Rest van deeg (op klein bolletje na) uitrollen tot ronde lap even groot als vorm en op bodem van andere vorm leggen. Bolletje deeg op midden van deeglap plakken. Eierdooier loskloppen en deeglap hiermee bestrijken.
Oven voorverwarmen op 200 °C of gasovenstand 4. Paddenstoelen-pastei in midden van oven ca. 15 minuten bakken. Vorm met deeglap erbij in oven schuiven en pastei en deksel in ca. 30 minuten goudbruin en gaar bakken. Deksel op pastei leggen."
/allerhande/recept/R-R10028/romige-kaasomelet-met-rucola,Romige kaasomelet met rucola,60 g rucolasla (zakje à 30 g) 3 bosuien 2 potten geroosterde rode paprika's in pot (à 465 g) 2 el traditionele olijfolie 6 middelgrote eieren 1 dl verse slagroom 100 g geraspte belegen kaas (zakje à 150 g) 20 g ongezouten roomboter,"Was de rucola en sla droog. Maak de bosuitjes schoon en snijd in stukken van ca. 1 cm. Snijd de paprika's in repen. Verhit de olie in de wok en roerbak op hoog vuur de rucola en bosui ca. 1 min. Schep de paprika erdoor en breng op smaak met peper en eventueel zout. Klop in een kom de eieren los met de slagroom, kaas en naar eigen smaak de nootmuskaat, peper en eventueel zout. 
Verhit de boter in een grote koekenpan. Schep het eiermengsel erin en laat op matig hoog vuur stollen. Schuif steeds het gestolde ei van de zijkant naar het midden. Schep de rucola op een kant van de omelet als de bovenkant bijna gestold is. Klap de omelet dubbel en laat op een schaal glijden."
/allerhande/recept/R-R10030/geroosterde-groentelasagne-met-paprikasaus,Geroosterde groentelasagne met paprikasaus,700 g aardappels (Pommes Primeur) 700 g uien 3 rode paprika's 1&#189; theelepel zout 1&#189; theelepel Italiaanse keukenkruiden 250 ml olijfolie 30 ml witte-wijnazijn 12 lasagnevellen (pak ` 250 g) 2 kroppen sla 1 bakje verse groene pesto (100 g),"Oven voorverwarmen op 200 °C of gasovenstand 4. Aardappels goed schoonboenen onder koud water en in stukken snijden. Uien pellen en in stukken snijden. Paprika's wassen, schoonmaken en in repen snijden. Aardappels en ui in braadslede leggen. Bestrooien met zout en Italiaanse kruiden en 100 ml olie erover schenken. In midden van oven aardappels en ui in ca. 30 minuten gaar roosteren, af en toe omscheppen. Intussen in koekenpan 1 eetlepel olie verhitten en paprika ca. 25 minuten zachtjes bakken, regelmatig omscheppen. Paprika laten afkoelen en met azijn in keukenmachine of met staafmixer pureren. Al mengend beetje bij beetje 100 ml olie toevoegen tot mooie saus ontstaat. Op smaak brengen met zout en peper. In pan met ruim kokend water en 2 eetlepels olie lasagnevellen met 6 tegelijk in ca. 7 minuten beetgaar koken, met spatel zorgen dat vellen niet aan elkaar plakken. Met schuimspaan lasagnevellen uit pan nemen en over rand van vergiet laten uitlekken. Op zelfde wijze andere 6 lasagnevellen koken. Sla wassen, uitslaan en in repen snijden. In wok rest van olie verhitten en sla in gedeelten toevoegen en al omscheppend laten slinken. Pesto erdoor scheppen. Op vier borden elk 1 lasagnevel leggen. Achtereenvolgens 1/3 deel van paprikasaus, 1/3 deel van sla en 1/3 deel van aardappel-uimengsel erop scheppen. Hierop lasagnevel leggen en laagjes herhalen tot alle ingrediënten gebruikt zijn.]"
/allerhande/recept/R-R10032/naanpizza,Naanpizza,"1 pak naanbrood naturel (2 stuks 280 g) 1 dl tomato frito (pak ` 375 ml) 1 pakje chorizoworst (50 g) 1 bakje champignonplakjes (125 g) 1 zakje geraspte cheddar (kaas, 100 g)",Naanbroden bestrijken met tomato frito. Chorizo en champignons erover verdelen. Bestrooien met cheddar. Koekenpan (1 grote of 2 kleine) bekleden met bakpapier en verhitten. Naanpizza's op bakpapier leggen en afgedekt op middelhoog vuur in ca. 10 minuten verwarmen tot kaas is gesmolten.]
/allerhande/recept/R-R10034/zomergroenten-met-geitenkaas,Zomergroenten met geitenkaas,200 g sperziebonen grof zeezout 4 teentjes knoflook 4 eetlepels olijfolie (extra vierge) 1 bakje gegrilde paprika's (200 g) 1 bakje cherry trostomaten 2 kleine geitenkaasjes Crottin de Chavignol (` 60 g) (versgemalen) zwarte peper,"Van sperziebonen puntjes afsnijden. In pan met ruim water en zout sperziebonen in ca. 4 minuten beetgaar koken. Knoflook pellen en in lengte halveren. In steelpan olijfolie met knoflook ca. 2 minuten zachtjes verwarmen tot knoflook beetgaar is. Knoflook in olie iets laten afkoelen. In vergiet bonen laten uitlekken.In zeef paprika's laten uitlekken. Stukken paprika in grove repen snijden. Tomaten wassen en tros in 2 stukken knippen. Geitenkaasjes elk in 6 puntjes snijden. Van 2 stukken bakpapier à 40 x 40 cm rond vuist 2 kommetjes vormen met opstaande rand van ca. 15 cm, rand naar buiten toe stevig in elkaar draaien. Kommetjes op bakplaat zetten en vullen met sperziebonen, paprika, stukjes geitenkaas, stukjes knoflook en trostomaatjes. Knoflookolie erover sprenkelen en royaal bestrooien met zout en peper. Eventueel tot gebruik afgedekt in koelkast zetten.
Kommetjes uit koelkast nemen. Oven voorverwarmen op 200 °C of gasovenstand 4. Bakplaat met papieren kommetjes in midden van oven schuiven en groenten en kaas in ca. 15 minuten door en door warm laten worden. Kommetjes op twee borden zetten. Serveren met biologisch brood."
/allerhande/recept/R-R10036/lauwwarme-saffraanrijstsalade-met-rivierkreeftjes,Lauwwarme saffraanrijstsalade met rivierkreeftjes,1 zakje Risotto alla Milanese (165 g) 1 bakje surimi flakes (125 g) 1 zakje stoneleeks (ca. 8 stuks) 1 bakje gegrilde paprika's (200 g) 2 eetlepels citroensap 1 bakje rucola (30 g) 1 bakje rivierkreeftjes (125 g) 1 zakje gemengde eikenbladsla (met rucola 100 g),"Saffraanrisotto bereiden volgens gebruiksaanwijzing. Surimi iets kleiner snijden. Stoneleeks in stukjes van 1 cm snijden. Paprika's boven kom afgieten en in stukjes snijden. Paprikavocht met citroensap tot dressing kloppen. Risotto, stoneleeks, rucola, paprika, surimi en helft van rivierkreeftjes erdoor scheppen. Eikenbladsla over twee of drie wijde kommen verdelen. Rijstsalade erop scheppen. Rest van rivierkreeftjes erover verdelen.]"
/allerhande/recept/R-R10038/gevulde-ananas-met-mangosaus,Gevulde ananas met mangosaus,1 verse ananas 2 eetlepels kirsch (slijter) 2 kiwi's 100 g frambozen (of kleine aardbeien) 1 rijpe mango 1 eetlepel citroensap 1 eetlepel poedersuiker 3 takjes munt,"Ananas plat neerleggen en met scherp mes dwars door kroon in vier parten snijden. Vruchtvlees van ananas met mesje voorzichtig lossnijden van schil, tot op ca. 1 cm van ananasschil. - Ogen - van ananas en harde kern uit vruchtvlees snijden en ananas in stukjes snijden. Bedruppelen met kirsch (eventueel 1 à 2 uur afgedekt in koelkast bewaren).
Kiwi's dun schillen en in plakjes snijden. Frambozen voorzichtig wassen. Ananas, frambozen en kiwi door elkaar scheppen. Mango schillen en vruchtvlees in kleine stukjes snijden. Mango met staafmixer of in keukenmachine pureren tot gladde saus. Op smaak brengen met citroensap en poedersuiker. Ananasparten op vier borden leggen en ananassalade erover verdelen. Mangosaus erop scheppen. Garneren met blaadjes munt."
/allerhande/recept/R-R10040/zoete-aardappelrosti-met-geroosterde-portobello,Zoete aardappelrösti met geroosterde portobello,2 portobello champignons 2 eetlepels olijfolie extra vierge met knoflookaroma en chilip 2 geroosterde paprika's (pot ` 465 g) 100 g Roquefort of Danish Blue &#189; zakje knoflookbieslook (` 20 g) 300 g zoete aardappels grof zeezout (versgemalen) zwarte peper 3 eetlepels olijfolie 1 zakje veldsla (75 g),"Portobello's schoonvegen met keukenpapier, rondom bestrijken met chiliolie en minstens 10 minuten laten liggen. Paprika's in reepjes snijden. Roquefort verkruimelen. Bieslook fijn knippen. Grillpan verhitten tot gloeiend heet. Aardappels schillen en (in keukenmachine) grof raspen. Zout en peper erboven malen. Helft van bieslook erdoor scheppen. Mengsel in 6 porties verdelen. In grillpan portobello's in ca. 8 minuten mooi bruin en beetgaar roosteren, halverwege keren. Intussen in grote koekenpan olijfolie verhitten en bergjes geraspte aardappel erin scheppen. Bergjes platdrukken en in 2 à 3 minuten bruinbakken, met spatel voorzichtig keren en andere kant bruinbakken. Veldsla over twee borden verdelen. Röstikoekjes in midden dakpansgewijs erop leggen. Geroosterde portobello's op röstikoekjes leggen en garneren met paprikareepjes. Roquefort en rest van bieslook erover strooien.]"
/allerhande/recept/R-R10042/pittig-gevulde-paprika-s-met-couscous,Pittig gevulde paprika's met couscous,2 rode paprika's 2 tenen knoflook 20 g verse Italiaanse kruidenmix 1 el kappertjes 6 cherrytomaten 8 zwarte olijven zonder pit 5 el traditionele olijfolie 100 ml tomatensap 350 ml kraanwater 200 g couscous,"Verwarm de oven voor op 200 °C of gasovenstand 4. Halveer de paprika's en verwijder de zaadlijsten. Snijd de knoflook in dunne plakjes. Snijd de kruiden en de kappertjes fijn. Snijd de tomaatjes en olijven in vieren. Schep in een kom de Quorn-stukjes met de knoflook, kruiden, kappertjes, tomaatjes, olijven en ⅖ van de olijfolie door elkaar.
Vul de paprika's hoog op met Quornmengsel en zet naast elkaar in de ovenschaal. Besprenkel met ⅖ van de olijfolie. Schenk het tomatensap en water op de bodem. Bak de paprika's in de oven in ca. 30 min. gaar. Sprenkel halverwege wat vocht uit de schaal over de paprika's. 
Breng ondertussen in een pan het water met zout aan de kook. Haal de pan van het vuur en roer de couscous erdoor en laat ca. 5 min. staan. Verwarm in een wok de rest van de olie en verwarm de couscous al omscheppend ca. 3 min. tot de couscous mooi rul is. Schep de couscous in het midden op borden. Leg de paprika's erop en schep het vocht uit de schaal over de couscous."
